Entity,Day,Weekly deaths per million people
World,2024-11-22,0.08974999
World,2024-11-23,0.08962482
World,2024-11-24,0.089374475
World,2024-11-25,0.08962482
World,2024-11-26,0.09237865
World,2024-11-27,0.09237865
World,2024-11-28,0.09237865
World,2024-11-29,0.09237865
World,2024-11-30,0.093004525
World,2024-12-01,0.094381444
World,2024-12-02,0.09075139
World,2024-12-03,0.090876564
World,2024-12-04,0.090876564
World,2024-12-05,0.090876564
World,2024-12-06,0.090876564
World,2024-12-07,0.09025069
World,2024-12-08,0.088873774
World,2024-12-09,0.08361645
World,2024-12-10,0.09275418
World,2024-12-11,0.09275418
World,2024-12-12,0.09275418
World,2024-12-13,0.09275418
World,2024-12-14,0.09275418
World,2024-12-15,0.092879355
World,2024-12-16,0.10076533
World,2024-12-17,0.10264295
World,2024-12-18,0.10264295
World,2024-12-19,0.10264295
World,2024-12-20,0.10264295
World,2024-12-21,0.10264295
World,2024-12-22,0.102517776
World,2024-12-23,0.09625906
World,2024-12-24,0.10577231
World,2024-12-25,0.10577231
World,2024-12-26,0.10577231
World,2024-12-27,0.10577231
World,2024-12-28,0.10577231
World,2024-12-29,0.106022656
World,2024-12-30,0.10790028
World,2024-12-31,0.14257357
World,2025-01-01,0.14344978
World,2025-01-02,0.14344978
World,2025-01-03,0.14344978
World,2025-01-04,0.14344978
World,2025-01-05,0.14319943
World,2025-01-06,0.14332461
World,2025-01-07,0.16084902
World,2025-01-08,0.1599728
World,2025-01-09,0.1599728
World,2025-01-10,0.1599728
World,2025-01-11,0.1599728
World,2025-01-12,0.1599728
World,2025-01-13,0.1604735
World,2025-01-14,0.15446512
World,2025-01-15,0.15446512
World,2025-01-16,0.15446512
World,2025-01-17,0.15446512
World,2025-01-18,0.15446512
World,2025-01-19,0.15446512
World,2025-01-20,0.1458281
World,2025-01-21,0.13593933
World,2025-01-22,0.13593933
World,2025-01-23,0.13593933
World,2025-01-24,0.13593933
World,2025-01-25,0.13593933
World,2025-01-26,0.13593933
World,2025-01-27,0.12993096
World,2025-01-28,0.1209184
World,2025-01-29,0.1209184
World,2025-01-30,0.1209184
World,2025-01-31,0.1209184
World,2025-02-01,0.1209184
World,2025-02-02,0.121168755
World,2025-02-03,0.12229532
World,2025-02-04,0.09763598
World,2025-02-05,0.09763598
World,2025-02-06,0.09763598
World,2025-02-07,0.09763598
World,2025-02-08,0.09763598
World,2025-02-09,0.09738563
World,2025-02-10,0.09650941
World,2025-02-11,0.07372768
World,2025-02-12,0.07372768
World,2025-02-13,0.07372768
World,2025-02-14,0.07372768
World,2025-02-15,0.07372768
World,2025-02-16,0.07372768
