total_share_gdp_loss,total_pct_gdp_loss,severity,disease
2.039222678e-05,0.0020392226779999997,5.59913e-05,Zika
0.0001010847056,0.01010847056,0.00116592761933782,SARS
3.221518096e-05,0.0032215180959999997,0.0157,Ebola
0.02486451757,2.486451757,9.17,Covid-19
0.05533333333,5.533333333,171.0,1918 flu
0.012,1.2,2.82,Hong kong flu
