arrival_share,pathogen,viral_family,has_prototype,airborne
0.319583214387668,coronavirus,Coronaviridae,1,Yes
0.470168427062518,flu,Orthomyxoviridae,1,Yes
0.210248358549814,unknown_virus,Unknown,0,Unknown
0,other_known_virus,Unknown,0,Unknown
