"crimean-congo_hemorrhagic_fever","lassa","nipah","rift_valley_fever","chikungunya","ebola","zika","flu","totally_unknown_virus","other_known_virus","coronavirus"
0.0140845070422535,0.0140845070422535,0.0140845070422535,0.0140845070422535,0.0704225352112676,0.0140845070422535,0.140845070422535,0.422535211267606,0.0140845070422535,0,0.28169014084507
0.0235294117647059,0.0235294117647059,0.0705882352941176,0.0470588235294118,0.0352941176470588,0.0705882352941176,0.0941176470588235,0.211764705882353,0.141176470588235,0,0.282352941176471
0.0512820512820513,0.0256410256410256,0.0512820512820513,0.0256410256410256,0.0512820512820513,0.0512820512820513,0.0769230769230769,0.153846153846154,0.205128205128205,0,0.307692307692308
0,0,0,0,0.0222222222222222,0.0333333333333333,0.0555555555555556,0.555555555555556,0.166666666666667,0,0.166666666666667
0,0.0505050505050505,0.202020202020202,0.101010101010101,0,0.0505050505050505,0,0.252525252525253,0.191919191919192,0,0.151515151515152
0,0,0,0,0.2,0,0.1,0.4,0.1,0,0.2
