year,GroupCount,total_daily_deaths_per_million,deaths_per_10k
2020,306,242.0740117948,2.420740117948
2021,365,442.78779714,4.4278779714
2022,365,156.333601865,1.56333601865
2023,365,37.31521911204,0.3731521911204
2024,366,8.66894832472,0.0866894832472
2025,47,0.74353551398,0.0074353551398
