location,year_start,year_end,duration,death_thousand,pop_thousand,severity_perthousand,severity,disease,type,transmission,is_vira_only,is_vira_mixed,contains_vira,is_pandemic,unidentified,airborne,contagious,recurrent_1900,recurrent_1950,intensity
japan,1942,1945,4,1.0,2356486.2036,0.0004243606427537329,0.004243606427537329,dengue,viral,bite,1,0,1,0,False,False,False,True,True,0.0010609016068843322
usa,1942,1949,8,8.263,2446459.0,0.003377534632707926,0.03377534632707926,polio,viral,droplet/feces,1,0,1,0,False,True,True,True,True,0.004221918290884907
europe,1943,1943,1,50.0,2378979.3054,0.02101741695966247,0.2101741695966247,diphtheria,bacterial,droplet/fluid,0,0,0,1,False,True,True,True,True,0.2101741695966247
wwii typhus,1943,1945,3,17.0,2378979.3054,0.00714592176628524,0.0714592176628524,typhus,bacterial,feces,0,0,0,1,False,False,True,True,True,0.023819739220950802
algeria,1943,1945,3,0.0,2378979.3054,0.0,0.0,relapsing fever,bacterial,bite,0,0,0,0,False,False,False,False,True,0.0
philippines,1944,1945,2,0.0,2401472.4072,0.0,0.0,polio,viral,droplet/feces,1,0,1,0,False,True,True,True,True,0.0
new zealand,1944,1945,2,0.0,2401472.4072,0.0,0.0,scarlet fever,bacterial,airborne/droplet/fluid,0,0,0,0,False,True,True,True,True,0.0
egypt,1944,1946,3,0.0,2401472.4072,0.0,0.0,relapsing fever,bacterial,bite,0,0,0,0,False,False,False,False,True,0.0
ghana,1945,1945,1,0.6,2423965.509,0.0002475282745452629,0.002475282745452629,smallpox,viral,droplet,1,0,1,0,False,True,True,True,True,0.002475282745452629
kenya,1945,1945,1,0.0,2423965.509,0.0,0.0,relapsing fever,bacterial,bite,0,0,0,0,False,False,False,False,True,0.0
china and afghanistan,1945,1946,2,0.0,2423965.509,0.0,0.0,cholera,bacterial,feces,0,0,0,0,False,False,True,True,True,0.0
ghana,1945,1949,5,0.0,2423965.509,0.0,0.0,meningitis,bacterial/viral,unknown,0,1,1,0,True,True,True,False,False,0.0
taiwan,1946,1946,1,2.2,2446458.6108,0.0008992590311105214,0.008992590311105214,cholera,bacterial,feces,0,0,0,0,False,False,True,True,True,0.008992590311105214
russia,1946,1947,2,,2446458.6108,,,influenza,viral,droplet,1,0,1,0,False,True,True,False,False,
rhodesia,1946,1948,3,0.0,2446458.6108,0.0,0.0,smallpox,viral,droplet,1,0,1,0,False,True,True,True,True,0.0
"india, nicobar island",1947,1947,1,0.0,2468951.7126,0.0,0.0,polio,viral,droplet/feces,1,0,1,0,False,True,True,True,True,0.0
egypt,1947,1948,2,10.277,2468951.7126,0.004162495340655129,0.04162495340655128,cholera,bacterial,feces,0,0,0,0,False,False,True,True,True,0.02081247670327564
guam,1947,1948,2,0.0,2468951.7126,0.0,0.0,encephalitis,bacterial/fungal/parasitic/viral,unknown,0,1,1,0,True,True,True,False,False,0.0
guam,1947,1948,2,0.0,2468951.7126,0.0,0.0,mumps,viral,droplet,1,0,1,0,False,True,True,False,True,0.0
"china, beijing",1949,1949,1,0.0,2513937.9162,0.0,0.0,pneumonia,bacterial/viral,unknown,0,1,1,0,True,True,True,False,False,0.0
nigeria,1949,1950,2,16.0,2513937.9162,0.006364516759501032,0.06364516759501032,meningitis,bacterial/viral,unknown,0,1,1,0,True,True,True,False,False,0.03182258379750516
britain,1950,1951,2,50.0,2536431.018,0.01971273795548576,0.1971273795548577,measles,viral,airborne/droplet,1,0,1,0,False,True,True,True,True,0.09856368977742885
israel,1950,1951,2,0.0,2536431.018,0.0,0.0,diphtheria,bacterial,droplet/fluid,0,0,0,0,False,True,True,True,True,0.0
french polinesia,1950,1951,2,0.0,2536431.018,0.0,0.0,measles,viral,airborne/droplet,1,0,1,0,False,True,True,True,True,0.0
israel,1950,1952,3,0.1,2536431.018,3.942547591097154e-05,0.0003942547591097154,polio,viral,droplet/feces,1,0,1,0,False,True,True,True,True,0.0001314182530365718
italy,1950,1952,3,0.0,2536431.018,0.0,0.0,typhoid,bacterial,feces,0,0,0,0,False,False,True,True,True,0.0
bangladesh and india,1950,1960,11,510.051,2536431.018,0.2010900341386694,2.010900341386694,cholera,bacterial,feces,0,0,0,0,False,False,True,True,True,0.1828091219442449
australia,1951,1951,1,0.0,2584034.227,0.0,0.0,murray valley encephalitis,viral,bite,1,0,1,0,False,False,False,False,True,0.0
tahiti and solomon islands,1951,1951,1,0.0,2584034.227,0.0,0.0,polio,viral,droplet/feces,1,0,1,0,False,True,True,True,True,0.0
tanzania (tanganyika),1951,1953,3,0.25,2584034.227,9.674794450777993e-05,0.0009674794450777993,plague,bacterial,airborne/bite,0,0,0,0,False,True,True,True,True,0.0003224931483592664
israel,1951,1953,3,0.0,2584034.227,0.0,0.0,west nile,viral,bite,1,0,1,0,False,False,False,False,False,0.0
bangkok and copenhagen,1952,1952,1,0.0,2630861.69,0.0,0.0,polio,viral,droplet/feces,1,0,1,0,False,True,True,True,True,0.0
"china, beijing",1952,1954,3,,2630861.69,,,pneumonia,bacterial/viral,unknown,0,1,1,0,True,True,True,False,False,
kenya,1954,1954,1,0.1,2727839.414,3.665904946118651e-05,0.0003665904946118651,typhoid,bacterial,feces,0,0,0,0,False,False,True,True,True,0.0003665904946118651
zambia,1955,1956,2,0.5,2776328.276,0.00018009397675421,0.0018009397675421,smallpox,viral,droplet,1,0,1,0,False,True,True,True,True,0.00090046988377105
philippines,1955,1956,2,0.0,2776328.276,0.0,0.0,dengue,viral,bite,1,0,1,0,False,False,False,True,True,0.0
israel,1957,1957,1,0.0,2873306.0,0.0,0.0,west nile,viral,bite,1,0,1,0,False,False,False,False,False,0.0
pandemic of asian flu,1957,1958,2,2000.0,2873306.0,0.6960623059291283,6.960623059291283,influenza,viral,droplet,1,0,1,1,False,True,True,False,False,3.4803115296456415
india,1957,1958,2,0.0,2873306.0,0.0,0.0,kyasanur forest disease,viral,bite,1,0,1,0,False,False,False,False,False,0.0
vietnam and thailand,1958,1958,1,0.0,2927940.5,0.0,0.0,dengue,viral,bite,1,0,1,0,False,False,False,True,True,0.0
"china, beijing",1958,1959,2,0.0,2927940.5,0.0,0.0,pneumonia,bacterial/viral,unknown,0,1,1,0,True,True,True,False,False,0.0
singapore and vietnam,1958,1959,2,0.0,2927940.5,0.0,0.0,polio,viral,droplet/feces,1,0,1,0,False,True,True,True,True,0.0
taiwan,1958,1961,4,0.3,2927940.5,0.0001024610985093447,0.001024610985093447,encephalitis,bacterial/fungal/parasitic/viral,unknown,0,1,1,0,True,True,True,False,False,0.00025615274627336173
bolivia,1959,1964,6,4.0,2982575.0,0.001341123022891294,0.01341123022891294,hemorrhagic fever,viral,bite/fluid,1,0,1,0,False,False,True,False,False,0.002235205038152157
ethiopia,1960,1962,3,0.0,3037209.5,0.0,0.0,yellow fever,viral,bite,1,0,1,0,False,False,False,True,True,0.0
"india, singapore, vietnam, thailand, philippines, caribbean",1960,1970,11,,3037209.5,,,dengue,viral,bite,1,0,1,0,False,False,False,True,True,
seventh cholera pandemic,1961,2019,59,397.702,3091844.0,0.1286293875111422,1.286293875111422,cholera,bacterial,feces,0,0,0,1,False,False,True,True,True,0.02180159110358342
usa,1964,1964,1,,3288881.857142857,,,rubella,viral,droplet,1,0,1,0,False,True,True,True,True,
"usa, houston",1964,1964,1,0.0,3288881.857142857,0.0,0.0,encephalitis,bacterial/fungal/parasitic/viral,unknown,0,1,1,0,True,True,True,False,False,0.0
russia,1964,1965,2,,3288881.857142857,,,influenza,viral,droplet,1,0,1,0,False,True,True,False,False,
vietnam and usa (new mexico),1964,1974,11,10.0,3288881.857142857,0.003040547041324032,0.03040547041324032,plague,bacterial,airborne/bite,0,0,0,1,False,True,True,True,True,0.002764133673930938
senegal,1965,1965,1,0.0,3354561.142857143,0.0,0.0,yellow fever,viral,bite,1,0,1,0,False,False,False,True,True,0.0
indonesia,1965,1967,3,,3354561.142857143,,,smallpox,viral,droplet,1,0,1,0,False,True,True,True,True,
guinea,1967,1967,1,0.0,3485919.714285714,0.0,0.0,smallpox,viral,droplet,1,0,1,0,False,True,True,True,True,0.0
morocco and south africa,1967,1972,6,3.0,3485919.714285714,0.000860605018441946,0.00860605018441946,meningitis,bacterial/viral,unknown,0,1,1,1,True,True,True,False,False,0.0014343416974032432
hong kong flu,1968,1969,2,1000.0,3551599.0,0.2815633183813826,2.815633183813826,influenza,viral,droplet,1,0,1,1,False,True,True,False,False,1.407816591906913
vietnam,1968,1969,2,0.0,3551599.0,0.0,0.0,polio,viral,droplet/feces,1,0,1,0,False,True,True,True,True,0.0
papua new guinea,1969,1970,2,3.0,3625680.965,0.0008274307720287794,0.008274307720287795,influenza,viral,droplet,1,0,1,0,False,True,True,False,False,0.004137153860143897
guatemala,1969,1970,2,12.0,3625680.965,0.003309723088115118,0.03309723088115118,dysentery,bacterial/parasitic,unknown,0,0,0,0,True,False,True,False,False,0.01654861544057559
afghanistan,1970,1972,3,0.0,3700437.042,0.0,0.0,smallpox,viral,droplet,1,0,1,0,False,True,True,True,True,0.0
burma,1970,1978,9,0.0,3700437.042,0.0,0.0,dengue,viral,bite,1,0,1,0,False,False,False,True,True,0.0
malaysia,1971,1972,2,0.0,3775760.03,0.0,0.0,polio,viral,droplet/feces,1,0,1,0,False,True,True,True,True,0.0
bangladesh,1971,1973,3,,3775760.03,,,smallpox,viral,droplet,1,0,1,0,False,True,True,True,True,
southwest pacific,1971,1978,8,0.0,3775760.03,0.0,0.0,dengue,viral,bite,1,0,1,0,False,False,False,True,True,0.0
vietnam and singapore,1973,1973,1,14.0,3927780.519,0.003564353948057249,0.03564353948057249,dengue,viral,bite,1,0,1,1,False,False,False,True,True,0.03564353948057249
smallpox epidemic of india,1974,1974,1,26.0,4003794.0,0.0064938405921983,0.064938405921983,smallpox,viral,droplet,1,0,1,0,False,True,True,True,True,0.064938405921983
india,1974,1975,2,0.0,4003794.0,0.0,0.0,visceral leishmaniasis,parasitic,bite,0,0,0,0,False,False,False,True,True,0.0
zaire,1976,1976,1,0.218,4154666.827,5.247111479151105e-05,0.0005247111479151106,ebola,viral,blood/fluid,1,0,1,0,False,False,True,False,False,0.0005247111479151106
"usa, philadelphia",1976,1976,1,0.0,4154666.827,0.0,0.0,legionnaires' disease,bacterial,airborne/aspiration,0,0,0,0,False,True,True,False,False,0.0
egypt,1977,1977,1,0.0,4229505.919,0.0,0.0,rift valley fever,viral,animalcontact/bite,1,0,1,0,False,False,False,False,False,0.0
india,1977,1978,2,10.0,4229505.919,0.002364342358542991,0.02364342358542991,encephalitis,bacterial/fungal/parasitic/viral,unknown,0,1,1,0,True,True,True,False,False,0.011821711792714955
russia,1977,1978,2,,4229505.919,,,influenza,viral,droplet,1,0,1,0,False,True,True,False,False,
india,1979,1980,2,10.0,4380506.185,0.002282841200919341,0.02282841200919341,visceral leishmaniasis,parasitic,bite,0,0,0,0,False,False,False,True,True,0.011414206004596705
china,1979,1980,2,0.0,4380506.185,0.0,0.0,dengue,viral,bite,1,0,1,0,False,False,False,True,True,0.0
india,1981,1981,1,10.0,4536996.619,0.002204101267812737,0.02204101267812737,visceral leishmaniasis,parasitic,bite,0,0,0,0,False,False,False,True,True,0.02204101267812737
hiv/aids pandemic,1981,2024,44,42300.0,4536996.619,9.323348362847877,93.23348362847878,hiv/aids,viral,fluid,1,0,1,1,False,False,True,False,False,2.118942809738154
ecuador,1983,1983,1,0.0,4699569.187,0.0,0.0,plague,bacterial,airborne/bite,0,0,0,0,False,True,True,True,True,0.0
sudan,1983,1994,12,100.0,5145425.994,0.01943473681607867,0.1943473681607867,visceral leishmaniasis,parasitic,bite,0,0,0,0,False,False,False,True,True,0.016195614013398894
nigeria,1986,1990,5,4.0,4960568.0,0.0008063592717608145,0.008063592717608144,yellow fever,viral,bite,1,0,1,0,False,False,False,True,True,0.001612718543521629
burundi,1992,1992,1,0.0,5498919.893,0.0,0.0,meningitis,bacterial/viral,unknown,0,1,1,0,True,True,True,False,False,0.0
russia,1992,1993,2,0.0,5498919.893,0.0,0.0,diphtheria,bacterial,droplet/fluid,0,0,0,0,False,True,True,True,True,0.0
india,1994,1994,1,,5663150.428,,,plague,bacterial,airborne/bite,0,0,0,0,False,True,True,True,True,
global sars,2003,2003,1,0.744,6381185.141,0.000116592761933782,0.00116592761933782,sars,viral,droplet,1,0,1,1,False,True,True,False,False,0.00116592761933782
swine flu,2009,2009,1,284.5,6872767.0,0.0413952633633586,0.413952633633586,influenza,viral,droplet,1,0,1,1,False,True,True,False,False,0.413952633633586
measles in d.r. congo,2011,2018,8,4.5,7041194.0,0.0006390961532944554,0.006390961532944554,measles,viral,airborne/droplet,1,0,1,0,False,True,True,True,True,0.0007988701916180692
global mers,2012,2017,6,0.659,7125827.957,9.248048142288316e-05,0.0009248048142288316,mers,viral,droplet,1,0,1,1,False,True,True,False,False,0.00015413413570480527
western africa,2013,2016,4,11.325,7210582.0,0.001570608308732915,0.01570608308732915,ebola,viral,blood/fluid,1,0,1,1,False,False,True,False,False,0.0039265207718322875
indian swine flu outbreak,2015,2015,1,2.0,7379797.0,0.0002710101646427402,0.002710101646427402,influenza,viral,droplet,1,0,1,0,False,True,True,False,False,0.002710101646427402
kivu ebola epidemic,2018,2020,3,2.23,7631091.113,0.0002922255765235285,0.002922255765235285,ebola,viral,blood/fluid,1,0,1,0,False,False,True,False,False,0.0009740852550784284
global covid-19,2019,2024,6,7100.0,7740000.0,0.917312661498708,9.17312661498708,covid-19,viral,airborne/droplet,1,0,1,1,False,True,True,False,False,1.52885443583118
african mpox,2023,2024,2,0.812,8020000.0,0.00010124688279301745,0.0010124688279301746,mpox,viral,fluid,1,0,1,0,False,False,True,False,False,0.0005062344139650873
